name,userID,artistID,weight
Kylie Minogue,1466,55,324
Kylie Minogue,1478,55,1153
Kylie Minogue,1485,55,564
Kylie Minogue,1564,55,308
Kylie Minogue,1600,55,15849
Kylie Minogue,1607,55,185
Kylie Minogue,1628,55,568
Kylie Minogue,1633,55,7953
Kylie Minogue,1659,55,212
Kylie Minogue,1663,55,503
Kylie Minogue,1666,55,4315
Kylie Minogue,1690,55,1079
Kylie Minogue,1753,55,315
Kylie Minogue,1773,55,1
Kylie Minogue,1780,55,361
Kylie Minogue,1795,55,265
Kylie Minogue,1821,55,493
Kylie Minogue,1828,55,1235
Kylie Minogue,1850,55,760
Kylie Minogue,1856,55,440
Kylie Minogue,1903,55,3518
Kylie Minogue,1908,55,342
Kylie Minogue,1910,55,2122
Kylie Minogue,1915,55,24
Kylie Minogue,1988,55,83
Kylie Minogue,2027,55,226
Kylie Minogue,2031,55,7204
Kylie Minogue,2058,55,320
Kylie Minogue,2068,55,1068
Kylie Minogue,2088,55,8
Daft Punk,17,56,242
Daft Punk,18,56,186
Daft Punk,20,56,108
Daft Punk,38,56,74
Daft Punk,43,56,2691
Daft Punk,101,56,430
Daft Punk,123,56,1266
Daft Punk,161,56,1754
Daft Punk,193,56,84980
Daft Punk,280,56,164
Daft Punk,315,56,1225
Daft Punk,383,56,153
Daft Punk,393,56,82
Daft Punk,396,56,216
Daft Punk,434,56,5
Daft Punk,472,56,224
Daft Punk,556,56,1
Daft Punk,560,56,81
Daft Punk,571,56,362
Daft Punk,746,56,307
Daft Punk,846,56,847
Daft Punk,914,56,1752
Daft Punk,943,56,41
Daft Punk,1001,56,162
Daft Punk,1040,56,167
Daft Punk,1052,56,136
Daft Punk,1053,56,144
Daft Punk,1136,56,137
Daft Punk,1147,56,78
Daft Punk,1155,56,133
Daft Punk,1190,56,318
Daft Punk,1194,56,657
Daft Punk,1282,56,179
Daft Punk,1321,56,83
Daft Punk,1469,56,63
Daft Punk,1470,56,542
Daft Punk,1472,56,129
Daft Punk,1480,56,653
Daft Punk,1485,56,214
Daft Punk,1503,56,78
Daft Punk,1542,56,404
Daft Punk,1562,56,389
Daft Punk,1585,56,1295
Daft Punk,1620,56,268
Daft Punk,1642,56,107
Daft Punk,1656,56,75
Daft Punk,1658,56,200
Daft Punk,1706,56,1416
Daft Punk,1760,56,194
Daft Punk,1974,56,876
Daft Punk,2057,56,524
Daft Punk,2097,56,127
Thievery Corporation,2,57,5955
Thievery Corporation,283,57,174
Thievery Corporation,320,57,463
Thievery Corporation,831,57,1752
Thievery Corporation,1474,57,219
Thievery Corporation,1502,57,394
Thievery Corporation,1785,57,4318
Thievery Corporation,1838,57,190
Goldfrapp,2,58,4616
Goldfrapp,43,58,162
Goldfrapp,320,58,409
Goldfrapp,370,58,740
Goldfrapp,543,58,1331
Goldfrapp,647,58,720
Goldfrapp,658,58,196
Goldfrapp,686,58,730
Goldfrapp,761,58,510
Goldfrapp,806,58,635
Goldfrapp,813,58,139
Goldfrapp,836,58,26
Goldfrapp,994,58,202
Goldfrapp,1035,58,2
Goldfrapp,1065,58,5
Goldfrapp,1184,58,134
Goldfrapp,1261,58,356
Goldfrapp,1275,58,621
Goldfrapp,1514,58,232
Goldfrapp,1520,58,203
Goldfrapp,1541,58,100
Goldfrapp,1621,58,57
Goldfrapp,1636,58,23
Goldfrapp,1690,58,479
Goldfrapp,1730,58,475
Goldfrapp,1752,58,611
Goldfrapp,1838,58,477
Goldfrapp,1910,58,2573
Goldfrapp,1942,58,4211
Goldfrapp,1946,58,1767
Goldfrapp,2028,58,207
Goldfrapp,2059,58,552
New Order,50,59,300
New Order,117,59,653
New Order,142,59,470
New Order,183,59,220
New Order,196,59,323
New Order,407,59,20
New Order,430,59,538
New Order,441,59,114
New Order,530,59,39
New Order,568,59,808
New Order,577,59,34
New Order,628,59,111
New Order,694,59,92
New Order,859,59,366
New Order,954,59,244
New Order,1035,59,2
New Order,1153,59,901
New Order,1210,59,4561
New Order,1223,59,602
New Order,1244,59,565
New Order,1255,59,1202
New Order,1280,59,615
New Order,1454,59,1557
New Order,1514,59,666
New Order,1518,59,584
New Order,1541,59,44
New Order,1689,59,283
New Order,1728,59,79
New Order,1746,59,835
New Order,1775,59,130
New Order,1783,59,489
New Order,1785,59,881
New Order,1798,59,26
New Order,1855,59,131
New Order,1900,59,129
New Order,1950,59,412
New Order,1956,59,384
New Order,1991,59,45
New Order,1994,59,47
New Order,2014,59,183
Matt Bianco,1761,60,47
Talk Talk,2,61,3923
Talk Talk,28,61,8
Talk Talk,66,61,603
Talk Talk,117,61,259
Talk Talk,185,61,123
Talk Talk,292,61,412
Talk Talk,442,61,31
Talk Talk,683,61,392
Talk Talk,1163,61,10
Talk Talk,1173,61,380
Talk Talk,1209,61,35
Talk Talk,1585,61,4147
Talk Talk,2014,61,351
Prefab Sprout,2,62,3782
Enigma,64,63,144
Enigma,124,63,784
Enigma,148,63,175
Enigma,210,63,1067
Enigma,264,63,692
Enigma,463,63,129
Enigma,575,63,93
Enigma,627,63,458
Enigma,831,63,3986
Enigma,932,63,41805
Enigma,1010,63,2
Enigma,1387,63,90
Enigma,1411,63,67
Enigma,1625,63,4
Enigma,1629,63,10156
Enigma,2047,63,1044
Röyksopp,4,64,420
Röyksopp,62,64,91
Röyksopp,137,64,409
Röyksopp,159,64,2016
Röyksopp,336,64,359
Röyksopp,407,64,33
Röyksopp,455,64,2671
Röyksopp,612,64,102
Röyksopp,651,64,584
Röyksopp,658,64,150
Röyksopp,718,64,349
Röyksopp,813,64,127
Röyksopp,914,64,804
Röyksopp,968,64,204
Röyksopp,1084,64,1309
Röyksopp,1092,64,1402
Röyksopp,1102,64,147
Röyksopp,1185,64,294
Röyksopp,1194,64,783
Röyksopp,1220,64,1049
Röyksopp,1265,64,231
Röyksopp,1313,64,244
Röyksopp,1474,64,374
Röyksopp,1590,64,292
Röyksopp,1669,64,71
Röyksopp,1691,64,440
Röyksopp,1817,64,354
Röyksopp,2030,64,200
Coldplay,2,65,3579
Coldplay,50,65,1984
Coldplay,62,65,745
Coldplay,68,65,171
Coldplay,98,65,30
Coldplay,99,65,443
Coldplay,100,65,194
Coldplay,103,65,53
Coldplay,124,65,191
Coldplay,137,65,536
Coldplay,156,65,104
Coldplay,171,65,121
Coldplay,174,65,1098
Coldplay,211,65,1195
Coldplay,269,65,23
Coldplay,285,65,310
Coldplay,288,65,330
Coldplay,289,65,823
Coldplay,305,65,42
Coldplay,311,65,209
Coldplay,315,65,5367
Coldplay,335,65,5861
Coldplay,385,65,10368
Coldplay,386,65,145
Coldplay,417,65,200
Coldplay,431,65,3153
Coldplay,441,65,302
Coldplay,453,65,375
Coldplay,458,65,69
Coldplay,461,65,1379
Coldplay,464,65,252
Coldplay,465,65,477
Coldplay,468,65,525
Coldplay,481,65,86
Coldplay,551,65,19
Coldplay,556,65,224
Coldplay,569,65,92
Coldplay,585,65,990
Coldplay,628,65,230
Coldplay,668,65,551
Coldplay,670,65,3017
Coldplay,673,65,507
Coldplay,678,65,127
Coldplay,763,65,236
Coldplay,771,65,18
Coldplay,784,65,363
Coldplay,794,65,99
Coldplay,795,65,1079
Coldplay,813,65,97
Coldplay,905,65,369
Coldplay,922,65,107
Coldplay,941,65,106
Coldplay,960,65,114
Coldplay,966,65,182
Coldplay,971,65,767
Coldplay,975,65,1154
Coldplay,990,65,535
Coldplay,999,65,433
Coldplay,1006,65,605
Coldplay,1019,65,270
Coldplay,1022,65,265
Coldplay,1029,65,246
Coldplay,1052,65,498
Coldplay,1071,65,543
Coldplay,1084,65,537
Coldplay,1111,65,1286
Coldplay,1114,65,364
Coldplay,1130,65,96
Coldplay,1132,65,502
Coldplay,1134,65,33
Coldplay,1151,65,1235
Coldplay,1156,65,2002
Coldplay,1179,65,1510
Coldplay,1235,65,221
Coldplay,1239,65,339
Coldplay,1264,65,169
Coldplay,1277,65,2394
Coldplay,1278,65,52
Coldplay,1282,65,533
Coldplay,1329,65,460
Coldplay,1422,65,406
Coldplay,1430,65,114
Coldplay,1434,65,355
Coldplay,1437,65,42
Coldplay,1450,65,231
Coldplay,1456,65,409
Coldplay,1486,65,146
Coldplay,1503,65,152
Coldplay,1520,65,525
Coldplay,1539,65,29
Coldplay,1546,65,569
Coldplay,1585,65,1918
Coldplay,1589,65,105
Coldplay,1629,65,207
Coldplay,1635,65,170
Coldplay,1636,65,28
Coldplay,1669,65,76
Coldplay,1705,65,498
Coldplay,1706,65,529
Coldplay,1722,65,336
Coldplay,1724,65,39
Coldplay,1728,65,290
Coldplay,1746,65,713
Coldplay,1757,65,58
Coldplay,1765,65,62
Coldplay,1781,65,240
Coldplay,1789,65,1044
Coldplay,1818,65,15
Coldplay,1838,65,304
Coldplay,1840,65,399
Coldplay,1906,65,166
Coldplay,1908,65,774
Coldplay,1924,65,3497
Coldplay,1946,65,401
Coldplay,1955,65,33
Coldplay,1964,65,104
Coldplay,1966,65,934
Coldplay,1969,65,342
Coldplay,1987,65,417
Coldplay,2008,65,412
Coldplay,2013,65,1603
Coldplay,2032,65,1147
Coldplay,2039,65,940
Coldplay,2042,65,191
Faithless,2,66,3312
Faithless,1502,66,48
Madonna,2,67,3301
Madonna,11,67,229
Madonna,27,67,117
Madonna,58,67,1225
Madonna,95,67,120
Madonna,96,67,71
Madonna,125,67,102
Madonna,133,67,839
Madonna,147,67,1165
Madonna,162,67,278
Madonna,179,67,238
Madonna,184,67,94
Madonna,209,67,48
Madonna,224,67,243
Madonna,230,67,834
Madonna,233,67,74
Madonna,242,67,81
Madonna,243,67,5180
Madonna,260,67,278
Madonna,263,67,474
Madonna,280,67,75
Madonna,286,67,141
Madonna,290,67,25
Madonna,299,67,221
Madonna,301,67,374
Madonna,306,67,69
Madonna,326,67,106
Madonna,330,67,178
Madonna,333,67,1436
Madonna,335,67,1823
Madonna,339,67,1205
Madonna,340,67,684
Madonna,346,67,468
Madonna,352,67,265
Madonna,361,67,676
Madonna,390,67,4860
Madonna,392,67,48
Madonna,400,67,63
Madonna,405,67,4706
Madonna,409,67,208
Madonna,412,67,50
Madonna,413,67,41216
Madonna,415,67,1473
Madonna,421,67,639
Madonna,436,67,810
Madonna,452,67,123
Madonna,461,67,92
Madonna,466,67,138
Madonna,470,67,5814
Madonna,474,67,243
Madonna,481,67,577
Madonna,498,67,3877
Madonna,499,67,3
Madonna,501,67,284
Madonna,503,67,1036
Madonna,514,67,4602
Madonna,518,67,4087
Madonna,527,67,271
Madonna,533,67,116
Madonna,540,67,1511
Madonna,553,67,87
Madonna,568,67,143
Madonna,569,67,646
Madonna,575,67,396
Madonna,617,67,317
Madonna,650,67,304
Madonna,660,67,130
Madonna,675,67,3641
Madonna,703,67,7
Madonna,722,67,647
Madonna,753,67,447
Madonna,777,67,3382
Madonna,788,67,154
Madonna,797,67,2
Madonna,801,67,11
Madonna,804,67,508
Madonna,836,67,100
Madonna,858,67,263
Madonna,859,67,733
Madonna,898,67,15307
Madonna,916,67,275
Madonna,925,67,855
Madonna,952,67,198
Madonna,963,67,21425
Madonna,969,67,160
Madonna,985,67,39865
Madonna,1001,67,245
Madonna,1017,67,211
Madonna,1033,67,33996
Madonna,1071,67,1177
Madonna,1120,67,161
Madonna,1172,67,250
Madonna,1186,67,660
Madonna,1189,67,1815
Madonna,1191,67,128
Madonna,1210,67,5553
Madonna,1226,67,423
Madonna,1231,67,339
Madonna,1246,67,266
Madonna,1255,67,573
Madonna,1282,67,172
Madonna,1305,67,156
Madonna,1308,67,38278
Madonna,1316,67,169
Madonna,1332,67,635
Madonna,1337,67,565
Madonna,1379,67,344
Madonna,1401,67,630
Madonna,1413,67,66
Madonna,1433,67,527
Madonna,1435,67,62
Madonna,1445,67,1205
Madonna,1466,67,262
Madonna,1471,67,392
Madonna,1511,67,134
Madonna,1514,67,172
Madonna,1533,67,2244
Madonna,1541,67,48
Madonna,1544,67,127
Madonna,1555,67,572
Madonna,1558,67,105
Madonna,1572,67,2100
Madonna,1633,67,7947
Madonna,1648,67,6428
Madonna,1662,67,168
Madonna,1666,67,1240
Madonna,1678,67,61
Madonna,1690,67,594
Madonna,1692,67,182
Madonna,1724,67,38
Madonna,1736,67,602
Madonna,1753,67,2020
Madonna,1771,67,730
Madonna,1820,67,104
Madonna,1828,67,892
Madonna,1835,67,41
Madonna,1838,67,656
Madonna,1840,67,297
Madonna,1844,67,1623
Madonna,1856,67,1242
Madonna,1880,67,1151
Madonna,1881,67,555
Madonna,1895,67,667
Madonna,1898,67,664
Madonna,1903,67,656
Madonna,1942,67,5804
Madonna,1963,67,532
Madonna,1965,67,396
Madonna,1973,67,3332
Madonna,1974,67,252
Madonna,2034,67,213
Madonna,2037,67,2536
Madonna,2041,67,464
Madonna,2053,67,219
Madonna,2058,67,2622
Madonna,2059,67,805
Madonna,2087,67,174
Icehouse,66,68,459
Icehouse,73,68,329
Icehouse,96,68,37
Icehouse,959,68,166
Icehouse,1327,68,11
Icehouse,1454,68,1099
Sade,2,69,2720
Sade,182,69,427
Sade,183,69,129
Sade,215,69,54
Sade,244,69,413
Sade,264,69,431
Sade,413,69,293
Sade,1006,69,549
Sade,1223,69,753
Sade,1248,69,38
Sade,1533,69,3666
Sade,1585,69,1379
Sade,1662,69,838
Sade,1734,69,388
Sade,2037,69,335
Sade,2048,69,15
Moby,2,70,2686
Moby,4,70,389
Moby,184,70,104
Moby,218,70,119
Moby,269,70,539
Moby,325,70,171
Moby,426,70,419
Moby,543,70,992
Moby,688,70,191
Moby,691,70,490
Moby,858,70,128
Moby,859,70,301
Moby,893,70,360
Moby,990,70,509
Moby,1008,70,96
Moby,1130,70,86
Moby,1156,70,367
Moby,1220,70,831
Moby,1349,70,198
Moby,1352,70,100
Moby,1419,70,212
Moby,1474,70,358
Moby,1505,70,309
Moby,1514,70,180
Moby,1604,70,354
Moby,1669,70,84
Moby,1910,70,1289
Moby,1946,70,372
Dido,8,71,181
Dido,21,71,110
Dido,54,71,136
Dido,72,71,23
Dido,130,71,445
Dido,149,71,265
Dido,375,71,92
Dido,421,71,81
Dido,497,71,60
Dido,604,71,1342
Dido,852,71,94
Dido,853,71,3612
Dido,904,71,334
Dido,1294,71,28
Dido,1419,71,225
Dido,1431,71,1069
Dido,1667,71,587
Dido,1708,71,203
Dido,1715,71,150
Dido,1833,71,123
Dido,1881,71,230
Dido,1995,71,667
Depeche Mode,23,72,1752
Depeche Mode,31,72,17561
Depeche Mode,94,72,135
Depeche Mode,103,72,1733
Depeche Mode,117,72,3365
Depeche Mode,128,72,1491
Depeche Mode,141,72,40
Depeche Mode,193,72,385
Depeche Mode,201,72,4192
Depeche Mode,210,72,56884
Depeche Mode,216,72,2182
Depeche Mode,264,72,4196
Depeche Mode,274,72,7386
Depeche Mode,304,72,771
Depeche Mode,357,72,2078
Depeche Mode,371,72,5997
Depeche Mode,397,72,1044
Depeche Mode,398,72,91
Depeche Mode,408,72,902
Depeche Mode,424,72,554
Depeche Mode,428,72,6337
Depeche Mode,453,72,641
Depeche Mode,516,72,1904
Depeche Mode,519,72,691
Depeche Mode,520,72,23304
Depeche Mode,540,72,4129
Depeche Mode,565,72,1232
Depeche Mode,568,72,817
Depeche Mode,575,72,8824
Depeche Mode,611,72,55
Depeche Mode,656,72,158
Depeche Mode,666,72,1394
Depeche Mode,728,72,788
Depeche Mode,730,72,155
Depeche Mode,761,72,590
Depeche Mode,769,72,9876
Depeche Mode,777,72,188
Depeche Mode,779,72,6994
Depeche Mode,791,72,11
Depeche Mode,802,72,5
Depeche Mode,832,72,164
Depeche Mode,865,72,26
Depeche Mode,886,72,274
Depeche Mode,907,72,2064
Depeche Mode,935,72,185
Depeche Mode,950,72,161
Depeche Mode,954,72,2096
Depeche Mode,960,72,47
Depeche Mode,977,72,154
Depeche Mode,1002,72,431
Depeche Mode,1010,72,7
Depeche Mode,1021,72,518
Depeche Mode,1029,72,287
Depeche Mode,1049,72,51
Depeche Mode,1065,72,5
Depeche Mode,1089,72,2130
Depeche Mode,1103,72,775
Depeche Mode,1163,72,1091
Depeche Mode,1164,72,2873
Depeche Mode,1165,72,3157
Depeche Mode,1166,72,220
Depeche Mode,1172,72,382
Depeche Mode,1194,72,1719
Depeche Mode,1200,72,383
Depeche Mode,1202,72,2472
Depeche Mode,1231,72,324
Depeche Mode,1234,72,387
Depeche Mode,1235,72,209
Depeche Mode,1282,72,4891
Depeche Mode,1336,72,2142
Depeche Mode,1372,72,254
Depeche Mode,1376,72,26
Depeche Mode,1427,72,6566
Depeche Mode,1454,72,2496
Depeche Mode,1486,72,190
Depeche Mode,1500,72,196
Depeche Mode,1611,72,1984
Depeche Mode,1669,72,97
Depeche Mode,1672,72,4540
Depeche Mode,1709,72,262
Depeche Mode,1720,72,1035
Depeche Mode,1729,72,81
Depeche Mode,1746,72,1364
Depeche Mode,1777,72,3455
Depeche Mode,1800,72,38
Depeche Mode,1814,72,400
Depeche Mode,1816,72,176
Depeche Mode,1835,72,4551
Depeche Mode,1869,72,488
Depeche Mode,1881,72,238
Depeche Mode,1929,72,908
Depeche Mode,1982,72,282
Depeche Mode,1991,72,302
Depeche Mode,2034,72,623
Depeche Mode,2039,72,279
Depeche Mode,2052,72,2113
Depeche Mode,2055,72,208
Depeche Mode,2075,72,1994
Depeche Mode,2077,72,285
Depeche Mode,2080,72,80721
Café Del Mar,1625,73,6
Café Del Mar,1626,73,563
Café Del Mar,2030,73,132
Camouflage,62,75,59
Camouflage,264,75,227
Camouflage,359,75,826
Camouflage,397,75,84
Camouflage,1163,75,39
Camouflage,1454,75,2344
Camouflage,1514,75,300
Camouflage,1642,75,142
Camouflage,1798,75,35
Camouflage,1881,75,549
Camouflage,2080,75,840
Electronic,2,76,2382
Electronic,428,76,1236
Electronic,568,76,132
Electronic,954,76,51
Electronic,1109,76,181
