userID,artistID,tagID
14,559,75
14,559,245
14,559,248
14,559,249
14,559,253
14,559,259
14,563,247
14,563,252
14,563,254
15,600,18
15,600,90
15,600,213
15,600,280
15,600,281
15,600,282
15,600,283
15,600,284
15,600,285
15,600,286
15,600,287
15,600,288
15,600,289
15,600,290
16,346,81
16,346,296
16,636,24
16,636,167
16,636,293
16,640,24
16,640,73
16,640,130
16,640,291
16,640,293
16,640,294
16,647,24
16,647,81
16,647,130
16,647,199
16,647,293
16,647,303
16,648,291
16,648,292
16,648,294
16,648,307
16,648,310
16,648,312
16,648,313
16,650,79
16,650,231
16,650,293
16,650,294
16,650,297
16,650,306
16,662,167
16,667,73
16,667,79
16,667,130
16,667,291
16,667,293
16,667,294
16,667,297
16,667,299
16,668,24
16,668,73
16,668,79
16,675,73
16,675,79
16,675,293
16,677,199
16,677,231
18,389,23
18,722,90
18,722,327
20,752,341
20,752,343
21,289,24
21,289,39
21,289,73
21,289,79
21,289,127
21,289,130
21,289,200
21,289,203
21,289,346
21,289,347
21,289,348
21,289,349
21,289,350
21,289,353
21,289,354
21,289,359
21,289,362
21,289,364
21,289,367
21,289,372
21,289,374
21,299,24
21,299,39
21,299,73
21,299,130
21,299,308
21,299,346
21,299,356
21,299,371
21,465,24
21,465,39
21,465,73
21,465,79
21,465,130
21,465,165
21,465,285
21,465,346
21,465,348
21,465,349
21,465,350
21,465,354
21,465,358
21,465,361
21,465,370
21,523,24
21,523,39
21,523,49
21,523,73
21,523,130
21,523,346
21,523,349
21,523,353
21,523,355
21,523,359
21,523,370
21,786,24
21,786,49
21,786,73
21,786,81
21,786,130
21,786,346
21,786,347
21,786,348
21,786,349
21,786,350
21,786,352
21,786,353
21,786,354
21,786,355
21,786,362
21,786,372
21,786,373
21,788,49
21,788,130
21,788,203
21,788,308
21,788,319
21,788,346
21,788,347
21,788,348
21,788,349
21,788,350
21,788,351
21,788,353
21,788,355
21,788,356
21,788,368
21,788,373
21,789,18
21,789,24
21,789,25
21,789,39
21,789,79
21,789,90
21,789,130
21,789,187
21,789,208
21,789,285
21,789,309
21,789,346
21,789,347
21,789,350
21,789,352
21,789,354
21,789,357
21,789,360
21,789,363
21,789,371
21,791,24
21,791,39
21,791,130
21,791,165
21,791,200
21,791,351
21,791,373
21,791,374
21,792,18
21,792,24
21,792,49
21,792,130
21,792,165
21,792,285
21,792,308
21,792,319
21,792,346
21,792,356
21,792,368
21,794,18
21,794,24
21,794,39
21,794,130
21,794,347
21,794,348
21,794,349
21,794,350
21,794,351
21,794,355
21,794,367
21,794,374
21,798,24
21,798,39
21,798,49
21,798,130
21,798,187
21,798,195
21,798,346
21,798,347
21,798,348
21,798,349
21,798,351
21,798,352
21,798,353
21,798,354
21,798,357
21,798,358
21,800,18
21,800,24
21,800,39
21,800,49
21,800,73
21,800,81
21,800,130
21,800,165
21,800,187
21,800,195
21,800,200
21,800,203
21,800,309
21,800,346
21,800,347
21,800,348
21,800,349
21,800,351
21,800,353
21,800,354
21,800,355
21,800,356
21,800,358
21,800,361
21,800,363
21,800,367
21,800,372
21,800,373
22,822,5
23,72,61
23,152,387
23,599,72
23,599,79
23,599,80
23,599,192
23,855,78
23,855,229
23,856,170
23,862,13
23,862,88
23,862,309
23,863,88
23,863,394
23,880,18
23,880,86
23,884,188
25,157,24
25,157,209
25,157,401
25,157,402
25,157,403
25,292,24
25,292,209
25,292,400
25,294,400
25,295,209
25,329,24
25,329,209
25,349,24
25,349,167
25,350,24
25,350,30
25,350,399
25,350,404
25,352,24
25,352,195
25,352,399
25,354,24
25,354,30
25,455,24
25,455,127
25,455,209
25,476,24
25,476,321
25,476,399
25,531,167
25,531,195
25,800,24
25,800,195
25,906,24
25,906,195
25,906,399
26,917,1
26,917,127
26,917,285
26,917,386
26,917,407
26,917,412
26,917,415
26,922,285
26,922,419
26,923,285
26,923,407
26,925,127
26,925,413
26,925,419
26,925,421
26,926,285
26,926,386
26,926,406
26,926,407
26,926,411
26,926,414
26,926,420
26,927,76
26,927,127
26,927,386
26,927,406
26,927,407
26,930,408
26,931,1
26,931,72
26,931,127
26,931,406
26,931,409
26,932,127
26,934,91
26,934,386
26,934,413
26,935,73
26,935,406
26,935,409
26,935,436
26,935,437
27,423,81
27,614,446
27,961,134
27,976,441
28,1002,484
28,1024,483
29,55,366
29,687,487
29,687,490
29,687,491
29,704,489
29,1033,488
30,1055,73
31,72,16
31,72,18
31,72,19
31,72,25
31,72,39
31,72,74
31,72,187
31,72,195
31,72,199
31,72,210
31,72,285
31,72,309
31,72,352
31,72,447
31,72,494
31,72,495
31,72,496
31,72,497
31,72,498
31,72,499
31,72,500
31,72,503
31,72,506
31,72,507
31,72,508
31,72,510
31,72,511
31,72,512
31,72,514
31,72,515
31,289,18
31,289,24
31,289,39
31,289,199
31,289,210
31,289,285
31,289,352
31,289,499
31,289,507
31,875,16
31,875,19
31,875,25
31,875,121
31,875,285
31,875,496
31,875,511
31,875,519
31,972,18
31,972,24
31,972,39
31,972,74
31,972,187
31,972,199
31,972,210
31,972,285
31,972,447
31,972,499
31,972,508
31,972,513
31,972,520
31,1001,16
31,1001,18
31,1001,19
31,1001,24
31,1001,25
31,1001,39
31,1001,74
31,1001,81
31,1001,187
31,1001,195
31,1001,199
31,1001,210
31,1001,285
31,1001,352
31,1001,494
31,1001,495
31,1001,496
31,1001,497
31,1001,498
31,1001,499
31,1001,500
31,1001,501
31,1001,502
31,1001,504
31,1001,505
31,1001,506
31,1001,508
31,1001,509
31,1001,511
31,1001,512
31,1001,515
31,1001,516
31,1001,517
31,1001,520
31,1028,17
31,1028,19
31,1028,24
31,1028,25
31,1028,74
31,1028,81
31,1028,187
31,1028,199
31,1028,285
31,1028,352
31,1028,494
31,1028,495
31,1028,499
31,1028,504
31,1028,506
31,1028,508
31,1028,510
31,1028,512
31,1028,513
31,1028,519
31,1028,520
31,1060,17
31,1060,19
31,1060,25
31,1060,74
31,1060,187
31,1060,352
31,1060,494
31,1060,495
31,1060,497
31,1060,499
31,1060,504
31,1060,508
31,1060,510
31,1060,512
31,1060,514
31,1060,518
31,1061,14
31,1061,18
31,1061,21
31,1061,33
31,1061,187
31,1061,195
31,1061,210
31,1061,352
31,1061,447
31,1061,500
31,1061,507
31,1061,508
31,1062,16
31,1062,18
31,1062,74
31,1062,187
31,1062,199
31,1062,210
31,1062,494
31,1062,495
31,1062,499
31,1062,507
31,1062,513
31,1066,210
31,1066,285
31,1066,507
31,1067,25
31,1067,74
31,1067,187
31,1067,494
31,1067,495
31,1067,498
31,1067,504
31,1067,506
31,1067,508
31,1067,512
31,1067,513
31,1067,520
31,1074,16
31,1074,18
31,1074,24
31,1074,39
31,1074,74
31,1074,187
31,1074,285
31,1074,352
31,1074,494
31,1074,495
31,1074,504
31,1074,506
31,1076,16
31,1076,19
31,1076,24
31,1076,25
31,1076,39
31,1076,74
31,1076,81
31,1076,121
31,1076,195
31,1076,285
31,1076,496
31,1076,497
31,1076,498
31,1076,499
31,1076,502
31,1076,505
31,1076,508
31,1076,510
31,1076,511
31,1076,517
31,1076,519
31,1078,16
31,1078,18
31,1078,25
31,1078,33
31,1078,121
31,1078,187
31,1078,210
31,1078,285
31,1078,352
31,1078,447
31,1078,494
31,1078,499
31,1078,508
31,1078,513
31,1078,514
31,1080,17
31,1080,25
31,1080,74
31,1080,210
31,1080,285
31,1080,494
31,1080,495
31,1080,501
31,1080,502
31,1080,507
31,1080,508
31,1080,512
31,1080,514
31,1084,16
31,1084,18
31,1084,74
31,1084,187
31,1084,495
32,441,525
32,1093,285
32,1093,523
32,1095,500
32,1103,134
32,1103,216
32,1103,524
33,183,85
33,188,76
33,233,61
33,964,387
33,1109,87
33,1109,536
33,1110,387
33,1112,512
33,1112,526
33,1119,73
33,1125,387
33,1125,528
33,1128,191
33,1131,76
33,1133,191
33,1141,526
33,1141,529
33,1141,530
34,1146,83
34,1146,184
34,1154,139
36,497,549
36,687,169
36,1180,180
36,1185,178
37,233,555
37,374,552
37,1210,550
37,1229,551
38,182,370
38,982,370
39,1250,14
39,1250,18
39,1250,24
39,1250,33
39,1250,61
39,1250,86
39,1250,184
39,1250,327
39,1250,564
39,1250,565
39,1250,568
39,1250,569
39,1250,570
39,1250,571
39,1250,572
39,1250,574
39,1250,575
39,1250,576
39,1250,577
39,1250,578
39,1250,580
39,1250,585
39,1250,586
39,1250,587
39,1250,589
39,1250,590
39,1250,591
39,1250,592
39,1250,593
39,1250,594
39,1250,595
39,1250,596
39,1250,597
39,1250,598
39,1250,599
39,1265,61
39,1265,327
39,1265,592
39,1278,9
39,1278,86
39,1278,122
39,1278,565
39,1278,569
39,1278,574
39,1278,579
39,1280,86
39,1283,18
39,1283,568
39,1283,588
40,32,86
40,32,127
40,32,601
40,32,602
40,38,8
40,38,565
40,1020,90
40,1020,327
40,1066,86
40,1066,611
40,1293,86
40,1294,30
40,1294,86
40,1294,600
40,1294,602
40,1295,86
40,1295,127
40,1295,195
40,1295,602
40,1296,30
40,1296,74
40,1296,602
40,1297,601
40,1297,602
40,1299,61
40,1299,86
40,1299,565
40,1301,30
40,1302,86
40,1302,600
40,1302,602
40,1306,90
40,1306,195
40,1306,327
40,1307,86
40,1307,216
40,1307,600
40,1307,602
40,1309,90
40,1309,327
40,1311,603
40,1312,604
40,1315,30
40,1315,565
40,1317,30
40,1317,600
40,1319,30
40,1319,39
40,1319,90
40,1320,600
40,1320,601
40,1322,74
40,1322,600
40,1322,604
40,1323,30
40,1323,600
40,1324,8
40,1324,10
40,1324,565
40,1325,600
40,1325,604
40,1328,86
40,1328,607
40,1329,216
40,1329,600
40,1329,602
40,1330,90
40,1330,607
40,1331,61
40,1333,216
40,1333,600
40,1334,86
40,1334,216
40,1336,127
40,1336,602
40,1336,608
41,1365,386
42,1382,622
42,1389,508
43,84,18
43,84,81
43,84,309
43,88,73
43,88,81
43,88,102
43,88,187
43,154,13
43,154,18
43,154,78
43,154,79
43,154,81
43,154,84
43,154,187
43,229,18
43,229,73
43,229,81
43,229,84
43,306,18
43,306,24
43,306,102
43,377,78
43,377,79
43,377,102
43,377,187
43,757,309
43,1396,39
43,1396,187
43,1396,309
43,1398,570
43,1404,14
43,1404,47
43,1408,309
43,1410,187
43,1410,624
43,1410,626
45,1428,24
45,1428,49
45,1428,130
45,1428,208
45,1428,213
45,1428,356
45,1428,481
45,1428,625
45,1428,632
45,1428,633
45,1428,634
45,1428,635
45,1428,653
45,1428,654
45,1428,655
45,1434,632
45,1434,636
45,1434,656
45,1434,657
45,1434,658
46,288,18
46,288,24
46,288,39
46,288,49
46,288,103
46,288,130
46,288,167
46,288,199
46,288,213
46,288,234
46,288,508
46,288,632
46,288,662
46,288,663
46,288,671
46,288,672
46,288,674
46,288,675
46,288,678
46,288,679
46,288,680
46,288,681
46,288,682
46,292,18
46,292,24
46,292,39
46,292,130
46,292,200
46,292,238
46,292,662
46,292,664
46,292,665
46,292,666
46,292,667
46,292,669
46,292,670
46,292,673
46,295,230
46,295,676
46,352,662
46,701,668
46,1037,24
46,1037,39
46,1037,102
46,1037,103
46,1037,130
46,1037,167
46,1037,238
46,1037,662
47,230,78
47,230,181
47,230,182
47,230,686
47,289,202
47,289,349
47,289,636
47,289,686
47,294,167
47,294,625
47,298,202
47,299,167
47,299,308
47,300,78
47,300,202
47,300,296
47,310,292
47,310,308
47,318,202
47,318,405
47,344,193
47,344,683
47,455,202
47,455,352
47,461,202
47,461,349
47,461,405
47,461,683
47,466,202
47,466,686
47,469,349
47,475,103
47,475,304
47,523,405
47,523,686
47,525,202
47,540,78
47,540,182
47,680,202
47,681,405
47,686,202
47,686,405
47,701,308
47,908,349
47,908,405
47,1458,202
47,1458,349
47,1458,685
47,1459,193
47,1459,683
47,1461,39
47,1461,349
47,1461,685
47,1462,193
47,1462,683
47,1463,81
47,1463,296
48,227,39
48,227,73
48,227,700
48,283,130
48,283,432
48,283,688
48,283,693
48,283,694
48,283,707
48,295,24
48,295,676
48,295,701
49,40,79
49,40,81
49,40,228
49,40,719
49,89,24
49,89,39
49,89,130
49,89,210
49,89,238
49,89,719
49,166,73
49,166,78
49,166,79
49,166,130
49,166,352
49,306,24
49,306,39
49,306,102
49,306,103
49,306,130
49,306,210
49,306,228
49,306,304
49,306,724
49,312,24
49,312,130
49,312,167
49,907,39
49,907,102
49,907,103
49,907,304
49,907,719
49,913,24
49,913,130
49,913,167
49,1106,79
49,1106,81
49,1106,84
49,1106,228
49,1106,296
49,1106,719
49,1106,730
49,1481,81
49,1481,724
49,1486,18
49,1486,79
49,1486,81
49,1486,130
49,1486,238
49,1486,296
49,1486,719
49,1499,308
49,1499,319
49,1499,483
49,1499,720
49,1499,726
49,1500,308
49,1500,723
49,1501,728
50,65,127
50,207,84
50,207,121
50,207,736
50,207,737
50,229,127
50,533,73
50,533,79
50,533,81
50,533,127
50,533,195
50,533,389
50,1090,127
50,1394,127
51,163,75
51,707,1
51,707,72
51,707,73
51,707,91
51,707,386
51,1412,192
51,1412,387
51,1412,735
52,1539,5
52,1539,194
52,1539,330
52,1539,378
52,1539,424
52,1539,740
52,1539,741
52,1539,743
52,1539,744
52,1539,745
52,1539,746
52,1541,178
52,1541,744
52,1541,747
53,89,658
53,289,636
53,300,657
54,289,24
54,289,209
54,289,346
54,289,754
55,1612,756
55,1615,756
55,1626,304
57,704,73
57,779,378
57,1180,180
57,1180,762
57,1185,178
57,1429,24
57,1670,178
57,1670,180
57,1670,206
57,1670,750
57,1670,762
57,1670,764
58,67,39
58,67,73
58,67,130
58,67,209
58,67,234
58,67,285
58,67,352
58,67,636
58,67,664
58,67,689
58,67,730
58,67,766
58,67,768
58,67,773
58,67,778
58,67,792
58,89,24
58,89,39
58,89,73
58,89,130
58,89,184
58,89,234
58,89,285
58,89,671
58,89,730
58,89,765
58,89,766
58,89,767
58,89,771
58,89,772
58,89,773
58,89,774
58,89,776
58,89,777
58,89,786
58,89,789
58,291,774
58,291,784
58,292,24
58,292,130
58,292,184
58,292,209
58,292,234
58,292,285
58,292,405
58,292,664
58,292,730
58,292,766
58,292,768
58,292,773
58,292,774
58,292,776
58,292,781
58,292,790
58,295,24
58,295,209
58,300,24
58,300,39
58,300,130
58,300,234
58,300,285
58,300,633
58,300,657
58,300,730
58,300,766
58,300,767
58,300,768
58,300,771
58,300,772
58,300,781
58,300,786
58,318,24
58,318,405
58,318,770
58,325,24
58,325,130
58,325,285
58,325,405
58,325,766
58,325,770
58,325,772
58,325,782
58,344,24
58,344,193
58,344,234
58,344,285
58,344,730
58,344,766
58,344,773
58,344,777
58,344,791
58,523,24
58,523,285
58,523,671
58,523,730
58,523,767
58,523,771
58,523,773
58,523,786
58,681,24
58,681,39
58,681,73
58,681,130
58,681,184
58,681,228
58,681,234
58,681,285
58,681,405
58,681,730
58,681,766
58,681,767
58,681,768
58,681,769
58,681,771
58,681,772
58,681,773
58,681,774
58,681,778
58,681,782
58,681,786
58,835,1
58,835,285
58,835,730
58,889,24
58,889,771
58,908,130
58,908,234
58,908,285
58,908,405
58,908,671
58,908,730
58,908,766
58,908,773
58,908,778
58,908,779
58,1098,774
58,1244,73
58,1244,209
58,1244,234
58,1244,730
58,1244,766
58,1244,768
58,1244,770
58,1244,775
58,1453,405
58,1453,766
58,1453,768
58,1459,193
58,1459,209
58,1597,130
58,1597,405
58,1597,730
58,1597,766
58,1597,768
58,1597,770
58,1597,778
58,1597,786
58,1682,24
58,1682,39
58,1682,73
58,1682,130
58,1682,285
58,1682,730
58,1682,768
58,1682,770
58,1682,790
58,1684,234
58,1684,285
58,1684,405
58,1684,671
58,1684,730
58,1684,766
58,1684,770
58,1686,209
58,1686,730
58,1686,766
58,1686,783
58,1686,785
58,1687,24
58,1687,73
58,1687,130
58,1687,285
58,1687,730
58,1687,771
58,1690,24
58,1690,285
58,1690,787
59,7,191
59,7,232
59,7,238
59,7,370
59,7,737
59,7,793
59,7,797
59,7,804
59,7,810
59,238,191
59,238,213
59,504,79
59,504,213
59,517,72
59,517,79
59,517,794
59,517,809
59,707,91
59,707,191
59,707,229
59,707,370
59,707,793
59,707,796
59,707,797
59,707,810
59,726,191
59,726,213
59,726,229
59,726,238
59,726,370
59,726,793
59,726,797
59,726,798
59,726,799
59,726,800
59,726,801
59,726,803
59,726,806
59,726,811
59,1104,6
59,1104,61
59,1104,91
59,1104,213
59,1104,793
59,1104,794
59,1104,795
59,1104,796
59,1104,817
59,1118,46
59,1118,78
59,1118,213
59,1118,793
59,1131,191
59,1131,793
59,1131,794
59,1131,796
59,1358,386
59,1358,794
59,1358,796
59,1358,807
59,1534,232
59,1534,238
59,1534,793
59,1534,794
59,1534,802
59,1701,61
59,1701,78
59,1701,187
59,1701,213
59,1701,232
59,1701,797
59,1701,801
59,1702,184
59,1702,191
59,1702,370
59,1702,793
59,1702,797
59,1703,72
59,1703,213
59,1703,229
59,1703,794
59,1703,796
59,1703,798
59,1703,809
59,1703,812
59,1703,815
59,1703,817
59,1710,89
59,1710,191
59,1710,213
59,1710,794
59,1710,806
59,1711,61
59,1711,232
59,1711,238
60,416,84
60,1729,526
61,196,81
61,196,134
61,196,292
61,227,24
61,227,73
61,227,192
61,227,195
61,227,247
61,418,14
61,418,79
61,418,81
61,727,13
61,727,14
61,727,23
61,727,27
61,727,46
61,727,825
61,1109,184
61,1109,191
61,1109,526
61,1755,25
61,1755,46
61,1755,134
61,1755,185
61,1755,210
61,1755,247
61,1755,306
61,1755,352
61,1755,693
61,1755,735
61,1755,823
61,1771,73
61,1771,130
61,1771,693
61,1771,823
61,1778,134
61,1778,185
62,51,16
62,51,17
62,51,18
62,51,25
62,51,56
62,51,195
62,51,213
62,51,230
62,51,231
62,51,395
62,51,508
62,51,662
62,51,801
62,51,831
62,51,835
62,64,18
62,64,21
62,65,56
62,65,79
62,65,195
62,65,213
62,65,230
62,65,352
62,65,508
62,65,662
62,65,842
62,81,15
62,81,18
62,81,21
62,81,56
62,81,79
62,81,191
62,81,195
62,81,213
62,81,230
62,81,233
62,81,801
62,81,832
62,189,56
62,189,73
62,189,78
62,189,79
62,189,213
62,189,230
62,189,231
62,189,832
62,189,836
62,191,73
62,191,78
62,191,79
62,191,213
62,191,833
62,191,842
62,221,79
62,221,195
62,221,213
62,1384,56
62,1384,73
62,1384,78
62,1384,79
62,1384,195
62,1384,352
62,1785,345
62,1785,508
62,1785,662
62,1785,831
62,1785,832
62,1785,835
62,1789,345
62,1789,834
62,1790,13
62,1790,15
62,1790,18
62,1790,20
62,1790,21
62,1790,56
62,1790,79
62,1790,191
62,1790,195
62,1790,213
62,1790,230
62,1790,238
62,1790,426
62,1790,662
62,1790,801
62,1790,825
62,1790,831
62,1790,832
62,1790,836
62,1790,837
62,1790,844
62,1799,16
62,1799,25
62,1799,79
62,1799,836
63,51,16
63,159,16
63,163,88
63,190,79
63,193,16
63,234,170
63,614,170
63,704,79
63,706,72
63,707,91
63,854,170
63,856,170
63,868,192
63,917,386
63,918,91
63,952,72
63,959,73
63,1109,184
63,1119,79
63,1358,386
63,1400,18
63,1527,91
63,1804,80
63,1805,80
63,1806,88
63,1808,848
63,1811,181
63,1812,170
63,1813,73
63,1814,181
63,1816,73
63,1817,849
64,1821,625
64,1821,858
64,1821,872
64,1821,874
64,1821,877
64,1829,873
64,1830,862
64,1831,878
64,1831,879
65,1852,183
65,1855,183
65,1859,183
66,51,885
66,51,887
66,51,889
66,51,892
66,51,895
66,51,896
66,51,897
66,51,899
66,51,900
66,51,919
66,61,885
66,61,887
66,61,889
66,61,892
66,61,895
66,61,897
66,61,899
66,61,901
66,61,919
66,61,933
66,61,934
66,68,885
66,68,887
66,68,889
66,68,892
66,68,897
66,68,901
66,68,922
66,72,885
66,72,889
66,72,891
66,72,895
66,72,896
66,72,899
66,72,901
66,72,907
66,72,919
66,85,885
66,85,887
66,85,889
66,85,892
66,85,895
66,85,896
66,85,897
66,85,899
66,85,900
66,85,901
66,99,889
66,99,897
66,99,901
66,99,916
66,874,885
66,874,889
66,874,892
66,874,895
66,874,908
66,874,933
66,994,889
66,994,891
66,994,895
66,994,901
66,994,907
66,998,889
66,998,895
66,998,907
66,1006,889
66,1006,895
66,1006,897
66,1006,899
66,1013,885
66,1013,889
66,1013,891
66,1013,892
66,1013,895
66,1013,896
66,1013,897
66,1013,900
66,1013,901
66,1013,908
66,1013,917
66,1013,919
66,1013,923
66,1019,889
66,1019,891
66,1019,892
66,1019,895
66,1019,899
66,1019,907
66,1019,919
66,1799,889
66,1799,891
66,1799,892
66,1799,897
66,1799,899
66,1799,916
66,1799,933
66,1878,885
66,1878,887
66,1878,889
66,1878,891
66,1878,892
66,1878,896
66,1878,897
66,1878,901
66,1878,902
66,1878,908
66,1878,918
66,1878,919
66,1878,934
66,1882,885
66,1882,887
66,1882,889
66,1882,891
66,1882,901
66,1882,907
66,1882,916
66,1882,923
66,1883,885
66,1883,887
66,1883,889
66,1883,896
66,1883,897
66,1883,902
66,1883,908
66,1883,918
66,1884,885
66,1884,889
66,1884,892
66,1884,901
66,1884,902
66,1884,933
66,1885,885
66,1885,891
66,1885,895
66,1885,907
66,1885,916
66,1885,923
66,1885,933
66,1887,885
66,1887,887
66,1887,889
66,1887,892
66,1887,895
66,1887,897
66,1887,901
66,1887,916
66,1890,887
66,1890,889
66,1890,892
66,1890,897
66,1890,899
66,1890,918
66,1892,885
66,1892,889
66,1892,891
66,1892,895
66,1892,899
66,1892,907
66,1892,916
66,1894,885
66,1894,887
66,1894,889
66,1894,897
66,1894,899
66,1894,916
66,1895,889
66,1895,892
66,1895,895
66,1895,896
66,1895,900
66,1895,908
66,1895,922
66,1896,885
66,1896,889
66,1896,895
66,1896,896
66,1896,902
66,1896,928
66,1900,889
66,1900,899
66,1900,916
66,1900,917
66,1901,889
66,1901,897
66,1901,918
66,1901,923
68,295,132
68,295,701
68,295,938
68,1938,632
68,1938,936
68,1938,937
69,154,18
69,154,26
70,497,79
70,497,177
70,1975,102
70,1975,188
70,1981,73
70,1981,127
71,944,76
71,944,229
71,944,952
71,1348,285
71,1348,947
71,1997,191
71,1997,950
72,686,24
72,686,73
72,686,109
72,686,130
73,51,956
73,51,957
73,51,960
73,51,961
73,51,962
73,51,963
73,51,964
73,51,965
73,51,968
73,51,969
73,51,972
73,68,957
73,68,958
73,68,960
73,68,961
73,68,962
73,68,963
73,68,964
73,68,968
73,68,970
73,155,956
73,229,958
73,533,147
73,533,957
73,533,958
73,533,960
73,533,963
73,533,968
73,599,956
73,620,956
73,620,957
73,620,958
73,620,959
73,620,960
73,620,961
73,620,962
73,620,963
73,620,964
73,620,965
73,620,966
73,620,969
73,620,970
73,724,970
73,851,958
73,851,963
73,877,147
73,877,957
73,877,958
73,877,959
73,877,960
73,877,961
73,877,962
73,877,963
73,877,964
73,877,965
73,877,966
73,877,969
73,877,972
73,995,956
73,995,960
73,995,961
73,995,962
73,995,963
73,995,964
73,1001,147
73,1001,956
73,1001,960
73,1001,962
73,1001,963
73,1001,965
73,1001,973
73,1001,975
73,1073,957
73,1073,959
73,1073,963
73,1073,964
73,1073,966
73,1073,968
73,1089,958
73,1089,968
73,1502,956
73,1502,958
73,1502,961
73,1502,962
73,1502,963
73,1502,968
73,1890,956
73,1890,957
73,1890,958
73,1890,959
73,1890,960
73,1890,962
73,1890,964
73,1890,965
73,1890,967
73,1890,968
73,1890,969
73,1890,970
73,2027,956
73,2027,957
73,2027,958
73,2027,959
73,2027,960
73,2027,962
73,2027,963
73,2027,964
73,2027,965
73,2027,968
73,2027,972
73,2027,973
73,2030,956
73,2030,957
73,2030,963
73,2030,966
73,2030,967
73,2031,956
73,2031,958
73,2031,960
73,2031,962
73,2031,963
73,2031,964
73,2031,965
73,2031,972
73,2034,956
73,2034,957
73,2034,962
73,2039,959
73,2039,964
73,2039,967
74,2046,980
74,2050,977
74,2050,987
75,89,24
75,89,39
75,89,130
75,377,73
75,701,24
75,701,39
75,701,130
76,397,127
76,2086,997
76,2093,127
76,2104,997
77,207,73
77,207,81
77,207,121
77,207,195
77,207,999
77,207,1000
78,603,14
78,603,33
78,603,47
78,603,626
78,744,14
78,744,33
78,744,47
78,2146,14
78,2146,33
78,2146,47
78,2149,14
78,2149,34
78,2149,47
78,2153,626
78,2153,1001
78,2153,1002
78,2153,1003
78,2161,14
78,2161,33
78,2161,47
78,2174,33
78,2174,47
79,228,73
