userID,artistID,name,rec_value
13,300,Katy Perry,2.27912462784914
13,55,Kylie Minogue,2.26466108015955
13,67,Madonna,2.24992825900311
13,461,Miley Cyrus,2.18377251994982
13,333,Avril Lavigne,1.97846553528912
13,523,Lindsay Lohan,1.95307618919895
13,681,Demi Lovato,1.92666767553185
13,321,Jonas Brothers,1.88893522362054
14,2866,Curtis Salgado,0.625175342480713
14,572,Ray Charles,0.595641563994346
14,552,The Barracudas,0.545386079823811
14,567,Sam Cooke,0.527414009203771
14,557,The Fuzztones,0.492737676128851
14,573,The Detroit Cobras,0.492164620877649
14,565,Howlin' Wolf,0.460794133374109
14,550,The Fleshtones,0.45307847116655
14,587,Sister Rosetta Tharpe,0.394264135285426
14,549,The Sonics,0.394193525857752
15,511,U2,0.421726545242825
15,227,The Beatles,0.354230188040295
15,159,The Cure,0.319389061673732
15,154,Radiohead,0.306395238563
15,7184,Goldheart Assembly,0.29253833487347
15,451,Local Natives,0.280067307570795
15,615,Elliott Smith,0.278383117535155
15,1079,Billy Idol,0.267706274416044
15,190,Muse,0.264020513859101
15,715,R.E.M.,0.256163687002525
16,1454,Jullie,0.558046964411957
16,667,Evridiki,0.513293918348705
16,695,Push Play,0.447794774580557
16,365,Christina Stürmer,0.42805786642724
16,6861,Jessica Mauboy,0.416492220022634
16,7394,Clique Girlz,0.408089444744268
16,9012,Music Go Music,0.408089444744268
16,9039,Kristína,0.396178150955522
16,670,Safura,0.363300549322783
16,654,Onirama,0.350988458974482
17,333,Avril Lavigne,1.17967445492923
17,289,Britney Spears,1.08064783118463
17,300,Katy Perry,1.07908886642619
17,292,Christina Aguilera,0.865948779856186
17,16386,Dianna Agron,0.739525893998881
17,481,Simple Plan,0.695335506206547
17,694,Darren Criss,0.606421619900094
17,2548,Wanessa,0.589690488782003
17,2025,Simon Curtis,0.566260863434587
17,7450,Luka,0.561585500760696
18,2848,Ultraje a Rigor,0.475986778631653
18,154,Radiohead,0.446495783584462
18,1662,Nenhum de Nós,0.431013776548929
18,7086,Hori,0.411556214385341
18,227,The Beatles,0.394002818344648
18,7832,Abril,0.383773416481184
18,511,U2,0.362640270306512
18,6794,Drive,0.336788945692765
18,186,Blackfield,0.319699688979739
18,654,Onirama,0.315624755730806
20,11109,Mathias Grassow,0.512662062115206
20,6967,Maeror Tri,0.482738368251761
20,778,Ochre,0.419745618614253
20,1229,Sunn O))),0.357389217064266
20,743,Nadja,0.349557403082555
20,142,Ylid,0.330300694795149
20,745,Aidan Baker & thisquietarmy,0.311980197338435
20,751,Jesu,0.310516388728395
20,749,Casino Versus Japan,0.297461044292163
20,7879,Robin Guthrie,0.293402896409377
21,300,Katy Perry,1.40156714969954
21,67,Madonna,1.23358221466513
21,292,Christina Aguilera,1.22403024540318
21,89,Lady Gaga,1.14595019722265
21,55,Kylie Minogue,0.999447571317386
21,289,Britney Spears,0.955179209116615
21,333,Avril Lavigne,0.918010657006781
21,800,Atomic Kitten,0.684925581112594
21,461,Miley Cyrus,0.649832888853854
21,523,Lindsay Lohan,0.649618154154041
22,844,Pain Confessor,1.29307500769213
22,2384,Unearth,1.12216494408291
22,820,At the Gates,1.11641164891769
22,2143,DevilDriver,0.816142112079959
22,804,Darkest Hour,0.754871372443083
22,1861,Heaven Shall Burn,0.735307559471701
22,812,Dark Tranquillity,0.698931977451222
22,12776,The Sorrow,0.65358815433374
22,2762,Aeon,0.604888982373182
22,12779,The Autumn Offering,0.58327802687728
23,511,U2,0.493513152337676
23,1977,The Raconteurs,0.485685229158347
23,11234,Jarvis Cocker,0.482300820492033
23,185,Reamonn,0.47684206778332
23,7511,Jesus Was Homeless,0.470283372151542
23,1380,Blue October,0.430955873198872
23,13713,The Trews,0.414256395445566
23,969,Kasabian,0.412603348447461
23,1079,Billy Idol,0.408910218652251
23,171,Stereophonics,0.400560349035078
24,289,Britney Spears,0.844946205322202
24,55,Kylie Minogue,0.810274919953323
24,292,Christina Aguilera,0.759150763591419
24,89,Lady Gaga,0.643727016806954
24,300,Katy Perry,0.639784451494198
24,1001,Pet Shop Boys,0.578573937102266
24,67,Madonna,0.522952350882759
24,800,Atomic Kitten,0.501869313900693
24,798,Geri Halliwell,0.496013503383589
24,333,Avril Lavigne,0.426145091773958
25,55,Kylie Minogue,0.83701376295591
25,289,Britney Spears,0.816408666056053
25,300,Katy Perry,0.574153676510847
25,67,Madonna,0.525633656653214
25,333,Avril Lavigne,0.498647686902553
25,323,The Saturdays,0.439780913288664
25,309,Danity Kane,0.429406819221227
25,325,Ashley Tisdale,0.38467203966101
25,292,Christina Aguilera,0.384563133415457
25,12353,Fernanda Abreu,0.376457384198047
26,8647,Ari Koivunen,1.54316984994936
26,1374,Demons & Wizards,1.51015506113147
26,958,Kotipelto,1.41858911936271
26,919,Savatage,1.34109535962201
26,2004,Jorn,1.32313517646046
26,7104,Barilari,1.02439734039815
26,944,Symphony X,0.970738297351376
26,921,Circle II Circle,0.949917619262701
26,946,Avantasia,0.814374810369459
26,7899,Warmen,0.765566771177546
27,185,Reamonn,0.490614974363078
27,2544,KT Tunstall,0.325180626326792
27,333,Avril Lavigne,0.324213732661557
27,1687,Liz Phair,0.301027626181384
27,898,Tegan and Sara,0.24518474728301
27,6729,Voicst,0.211529946894223
27,8660,Anekdoten,0.204393365344368
27,1609,Lykke Li,0.200300692136994
27,8676,Au Revoir Simone,0.192466722109186
27,1955,BLK JKS,0.191468405468164
28,1027,Heaven 17,0.683593582759313
28,1001,Pet Shop Boys,0.649663568607823
28,1902,New Musik,0.624955151993341
28,1013,Ultravox,0.615443802576091
28,59,New Order,0.56279131782782
28,1014,Erasure,0.550978162795002
28,2559,Kajagoogoo,0.542953232524528
28,92,Vitamin Z,0.532039513241486
28,85,Spandau Ballet,0.521044742912968
28,1887,Shriekback,0.483886397618763
29,693,Hey Monday,1.4306660949002
29,1199,Destine,1.14462735332005
29,2665,The Cab,1.12896229528815
29,1036,Anarbor,1.11817773200158
29,7835,Fake Number,1.0889597786866
29,1193,Mayday Parade,1.05781926893321
29,8469,The Promise Ring,1.05165292482925
29,1198,We The Kings,1.0211588366468
29,634,Μιχάλης Χατζηγιάννης,0.976750321161392
29,695,Push Play,0.976750321161392
30,333,Avril Lavigne,1.02760566912795
30,300,Katy Perry,0.783170224985291
30,523,Lindsay Lohan,0.645847464644312
30,687,All Time Low,0.599492446349099
30,693,Hey Monday,0.573564592868899
30,289,Britney Spears,0.539157919729289
30,681,Demi Lovato,0.524195015813419
30,292,Christina Aguilera,0.484179435403763
30,461,Miley Cyrus,0.483986251386913
30,325,Ashley Tisdale,0.478970594468003
31,1001,Pet Shop Boys,1.96539278707261
31,1072,Martin L. Gore,1.92447703355101
31,1014,Erasure,1.82247921471061
31,1019,Yazoo,1.77659124032812
31,51,Duran Duran,1.75086747369502
31,59,New Order,1.72302198359221
31,1713,Dave Gahan,1.65881663433316
31,99,INXS,1.63984963979875
31,187,a-ha,1.63623906037633
31,1886,Gary Numan,1.5780880337497
32,511,U2,1.25902376141649
32,154,Radiohead,0.97422254039113
32,227,The Beatles,0.953396551755256
32,190,Muse,0.702052716769383
32,533,Oasis,0.611886908740801
32,229,The Killers,0.604235333308416
32,65,Coldplay,0.58964345490517
32,159,The Cure,0.534245574628542
32,969,Kasabian,0.527567816467811
32,185,Reamonn,0.493687129599676
33,7052,King's X,0.399033192459287
33,7111,Gabriel Fauré,0.348099785116746
33,10225,Georges Bizet,0.342217623098343
33,1851,Richard Wagner,0.32832142115912
33,944,Symphony X,0.308204956755361
33,154,Radiohead,0.243793192759116
33,7794,Módulo 1000,0.243141105589427
33,1372,Deep Purple,0.234780923783301
33,1123,Johann Sebastian Bach,0.231919294334382
33,2005,Shadow Gallery,0.227590568529391
34,1988,The Subways,0.472588441447147
34,208,Babyshambles,0.438306244722225
34,229,The Killers,0.433125309872312
34,159,The Cure,0.409592994442535
34,7074,British Sea Power,0.399679959200975
34,419,Tokyo Police Club,0.389187632398782
34,225,Interpol,0.35262050021485
34,1517,The Wombats,0.345193920326501
34,154,Radiohead,0.337917796989602
34,8044,The Longcut,0.317721459694002
35,10675,maudlin of the Well,0.800184813505555
35,1267,Nocte Obducta,0.687148525234933
35,1215,Mirrorthrone,0.651613769098554
35,2772,Blut aus Nord,0.636984100205708
35,2768,Ulcerate,0.634320249790049
35,186,Blackfield,0.628084004745963
35,2845,Closure In Moscow,0.604155177803814
35,15302,Sigh,0.579378990068357
35,1955,BLK JKS,0.560167170680872
35,6765,The Dear Hunter,0.556720731934558
36,1036,Anarbor,0.662298992124933
36,693,Hey Monday,0.660306539612409
36,1200,Story of the Year,0.619479883694356
36,1546,boysetsfire,0.61123474655343
36,8884,Madina Lake,0.56882995047312
36,1193,Mayday Parade,0.552889145633985
36,1866,Yellowcard,0.540332373356265
36,7835,Fake Number,0.505367888760158
36,687,All Time Low,0.493882151852315
36,492,Funeral for a Friend,0.491787471837342
37,10675,maudlin of the Well,0.334171407432445
37,1177,Diablo Swing Orchestra,0.290150950901818
37,1267,Nocte Obducta,0.276450800187496
37,8014,Gravity Kills,0.267851133102235
37,18740,Die Krupps,0.255316344918793
37,7053,Alamaailman Vasarat,0.235653074902218
37,36,KMFDM,0.232841650882163
37,1169,Kayo Dot,0.230047720347879
37,7387,Glenn Branca,0.222757002065578
37,2476,Renaldo and The Loaf,0.203498872442563
38,154,Radiohead,1.7611045261894
38,190,Muse,1.21639754411513
38,227,The Beatles,1.02234244129231
38,511,U2,0.783259270006013
38,72,Depeche Mode,0.678112190739775
38,184,James Blunt,0.655681177737249
38,7748,Pull Tiger Tail,0.653702258684293
38,533,Oasis,0.626952838398104
38,182,Keane,0.612534516550453
38,18268,Joel & Luke,0.561224470093315
39,1364,Exodus,0.509588733194203
39,49,Reaper,0.463231223000292
39,2754,Funeral Mist,0.462714892102694
39,2767,Merrimack,0.462714892102694
39,1352,Death Angel,0.45908984931182
39,2774,Dark Funeral,0.448574479734412
39,9226,Horna,0.427507524831963
39,1354,Mantic Ritual,0.425663521616401
39,28,Gorgoroth,0.425514387499964
39,820,At the Gates,0.393246015804066
40,1335,Bruderschaft,1.85226223761702
40,1297,Colony 5,1.84130983063755
40,1296,Seabound,1.8359542978098
40,1303,Assemblage 23,1.82129200483005
40,1304,Edge of Dawn,1.78807988049075
40,1329,Lost Signal,1.7382171179347
40,1307,Cesium:137,1.67587430437756
40,1301,Neuroticfish,1.50904626598538
40,34,Icon of Coil,1.09886896039624
40,1302,Culture Kultür,0.97749205429788
41,1354,Mantic Ritual,1.48887678661181
41,8647,Ari Koivunen,1.30683678173368
41,1368,Primal Fear,1.29286700758385
41,1356,Heathen,1.20697717953962
41,1342,Gamma Ray,1.15721770053883
41,958,Kotipelto,1.06461950835126
41,1529,Forbidden,1.06308939228861
41,1353,Running Wild,1.05236953054952
41,1373,Agent Steel,0.938737209046807
41,1352,Death Angel,0.938556088761985
42,65,Coldplay,0.891184704555888
42,227,The Beatles,0.82361124266773
42,154,Radiohead,0.764262893760847
42,511,U2,0.70192748442587
42,190,Muse,0.567092769658762
42,538,Maroon 5,0.539721474569183
42,229,The Killers,0.51806585667081
42,533,Oasis,0.492621262763231
42,173,Placebo,0.486632237296603
42,182,Keane,0.483898591737988
43,1824,Zero 7,0.556898386533834
43,54,Hooverphonic,0.504616672062746
43,58,Goldfrapp,0.487940199460626
43,53,Air,0.428955112518942
43,1793,Schiller,0.426931884336444
43,7015,All India Radio,0.418125305008611
43,1983,The Knife,0.408668146948309
43,8230,Oi Va Voi,0.402861506025116
43,747,Carbon Based Lifeforms,0.391356360360204
43,165,Planet Funk,0.390023889991858
44,154,Radiohead,0.658022891910846
44,990,Iron Butterfly,0.525699524755637
44,190,Muse,0.471658137217395
44,868,The Doors,0.446281963106702
44,8660,Anekdoten,0.405629838139549
44,959,Queen,0.396194700387345
44,511,U2,0.352573694461141
44,227,The Beatles,0.349785129349814
44,2346,Aerosmith,0.331222065115184
44,65,Coldplay,0.326637219346269
45,289,Britney Spears,1.17216179454798
45,796,Anna Carina,0.860996603271796
45,642,Banghra,0.813504272744946
45,1430,Christopher Von Uckermann,0.752495340835286
45,300,Katy Perry,0.703720583612812
45,9376,Timbiriche,0.607514845513464
45,55,Kylie Minogue,0.607304554608343
45,1428,Dulce María,0.576133457580636
45,292,Christina Aguilera,0.575081465111219
45,473,Dream Street,0.53508860796478
46,289,Britney Spears,1.42556590311846
46,300,Katy Perry,1.3293289952464
46,55,Kylie Minogue,1.23768033265053
46,67,Madonna,1.12068421890256
46,89,Lady Gaga,1.12024016838102
46,292,Christina Aguilera,1.08225136376005
46,295,Beyoncé,0.864228101444225
46,318,Hilary Duff,0.827320433961571
46,291,Kelly Clarkson,0.820507387860397
46,310,Nelly Furtado,0.761549379140541
47,333,Avril Lavigne,1.625263926582
47,300,Katy Perry,1.38090320968103
47,523,Lindsay Lohan,0.989938906281457
47,89,Lady Gaga,0.935047546152167
47,461,Miley Cyrus,0.921891353158139
47,55,Kylie Minogue,0.919459188282833
47,67,Madonna,0.911435539951051
47,292,Christina Aguilera,0.884227207012525
47,318,Hilary Duff,0.822497147380909
47,289,Britney Spears,0.617279968430933
48,55,Kylie Minogue,1.77778454896715
48,289,Britney Spears,1.64804200566774
48,1001,Pet Shop Boys,1.48245869158053
48,89,Lady Gaga,1.41795506366798
48,292,Christina Aguilera,1.41139792377956
48,285,Janet Jackson,1.40839598554896
48,300,Katy Perry,1.27118354565667
48,889,Cyndi Lauper,1.24426779338583
48,295,Beyoncé,1.22421495104632
48,251,Whitney Houston,1.21101149224514
49,2137,Two Door Cinema Club,0.306275583560127
49,2411,The Ghost is Dancing,0.288653534882571
49,451,Local Natives,0.268964424436852
49,300,Katy Perry,0.244252765628086
49,1733,A Weather,0.23295206731638
49,1734,Damien Jurado,0.23295206731638
49,2295,Reverie Sound Revue,0.23295206731638
49,2399,The Lovely Feathers,0.23295206731638
49,2597,Los Concorde,0.23295206731638
49,333,Avril Lavigne,0.231443551334032
50,154,Radiohead,0.995216245152026
50,227,The Beatles,0.993439001925482
50,511,U2,0.822012165814878
50,190,Muse,0.809896149059155
50,65,Coldplay,0.697178799937411
50,208,Babyshambles,0.625818766034874
50,1239,Weezer,0.557846600802513
50,851,Manic Street Preachers,0.527526257296266
50,1384,The Verve,0.522795873363915
50,1977,The Raconteurs,0.505322311432111
51,1352,Death Angel,1.5572482920997
51,1354,Mantic Ritual,1.53092233088424
51,8599,Xentrix,1.0552870125062
51,820,At the Gates,0.9674853328021
51,1356,Heathen,0.839466324628227
51,1364,Exodus,0.796833125409494
51,1536,Exumer,0.791701107544939
51,1353,Running Wild,0.771588953505601
51,1373,Agent Steel,0.74767499988338
51,1529,Forbidden,0.70717668058991
52,10309,The Red Chord,0.709760443720005
52,842,Despised Icon,0.575827088586007
52,8296,Here Comes The Kraken,0.57255015969612
52,1542,Knights Of The Abyss,0.56266828683165
52,1861,Heaven Shall Burn,0.558943440044333
52,1566,Misericordiam,0.540169610611831
52,1555,Job for a Cowboy,0.473407596331927
52,15473,Flora Matos,0.450921819440779
52,1570,Belay My Last,0.449677756302145
52,1551,As Blood Runs Black,0.442943306618569
53,289,Britney Spears,1.68512628784761
53,55,Kylie Minogue,1.58456960472181
53,292,Christina Aguilera,1.41370324025465
53,333,Avril Lavigne,1.23893682998482
53,461,Miley Cyrus,1.22331282728044
53,89,Lady Gaga,1.16314290029408
53,523,Lindsay Lohan,1.09267336192864
53,681,Demi Lovato,1.04433849510927
53,300,Katy Perry,0.849402944188896
53,293,Ashlee Simpson,0.791638604652092
54,300,Katy Perry,2.18431004101494
54,67,Madonna,2.03190651704237
54,55,Kylie Minogue,2.00347357936932
54,461,Miley Cyrus,1.95944311112199
54,89,Lady Gaga,1.94499605991823
54,292,Christina Aguilera,1.94205788015552
54,318,Hilary Duff,1.92521641408152
54,333,Avril Lavigne,1.9104502236915
54,523,Lindsay Lohan,1.76304103788454
54,701,Shakira,1.55580820404858
55,259,9th Wonder,1.08419749479556
55,2229,DJ Quik,1.08419749479556
55,1623,Jeru the Damaja,0.787670027528311
55,1638,Pac Div,0.663558743149561
55,255,Nach,0.62745463399928
55,284,Dilated Peoples,0.60886803497022
55,480,Guf,0.561964201629334
55,2135,Chiddy Bang,0.492442926966952
55,2230,Roi Heenok,0.405087939079874
55,1962,King Geedorah,0.377950357323614
56,1108,Nicky Wire,0.638777743369205
56,2732,Кожаный Олень,0.592705089538945
56,720,Social Distortion,0.53695276286464
56,185,Reamonn,0.446834589119738
56,428,The Libertines,0.414584383552603
56,840,Millencolin,0.385500248576477
56,2377,Sara,0.330617762199054
56,1046,New Found Glory,0.327005777044279
56,10487,40 градусов,0.29024350715363
56,7280,Toby Lightman,0.286814955539724
57,1675,Get Scared,1.37034556067534
57,1194,Hawthorne Heights,1.27349807472245
57,1197,Senses Fail,1.26728537256041
57,1671,Falling In Reverse,1.24724898825584
57,818,36 Crazyfists,1.19533653161639
57,1180,Escape The Fate,0.869713373345576
57,12794,A Thorn for Every Heart,0.8228955725642
57,11288,Scraps of Tape,0.748482253099596
57,11499,Tyketto,0.682749593796885
57,1188,Asking Alexandria,0.679654431000439
58,300,Katy Perry,2.01721184536644
58,333,Avril Lavigne,1.82115913435927
58,523,Lindsay Lohan,1.78746415648699
58,289,Britney Spears,1.71960169596634
58,89,Lady Gaga,1.46199083541468
58,325,Ashley Tisdale,1.22504409971769
58,321,Jonas Brothers,1.19482911901849
58,681,Demi Lovato,1.03932015682542
58,55,Kylie Minogue,0.938828563084515
58,292,Christina Aguilera,0.841655839981384
59,930,Nightwish,0.78842682473799
59,1349,Rhapsody of Fire,0.766731617003252
59,1374,Demons & Wizards,0.752035040301839
59,1997,Dragonland,0.724781280425366
59,937,Stratovarius,0.693359364401548
59,1350,Edguy,0.676532613805661
59,958,Kotipelto,0.671861436881804
59,919,Savatage,0.664342490709446
59,1342,Gamma Ray,0.657065100263588
59,8647,Ari Koivunen,0.649738981740002
60,451,Local Natives,0.386580643352331
60,138,Library Tapes,0.325528010407661
60,1734,Damien Jurado,0.316227612916045
60,2295,Reverie Sound Revue,0.316227612916045
60,2399,The Lovely Feathers,0.316227612916045
60,2597,Los Concorde,0.316227612916045
60,7184,Goldheart Assembly,0.315221134019263
60,148,The Boats,0.269682268092396
60,6771,Gatsby's American Dream,0.262859530620386
60,7657,Big Japan,0.262859530620386
61,1775,Cássia Eller,0.741530047090114
61,1763,Maria Rita,0.621540879394321
61,261,Marisa Monte,0.475958639041134
61,1757,Secos & Molhados,0.466784402015158
61,9713,Milton Nascimento,0.451131143036752
61,2460,João Gilberto,0.354676703751481
61,154,Radiohead,0.353208660262563
61,1241,Skank,0.349221921048991
61,1764,Caetano Veloso,0.339066273751998
61,1779,Cartola,0.321096971734629
62,59,New Order,1.2987243741439
62,1001,Pet Shop Boys,1.29590983598101
62,1072,Martin L. Gore,1.29499456238645
62,51,Duran Duran,1.18109596737337
62,1014,Erasure,1.17669504330773
62,1713,Dave Gahan,1.12459341462591
62,187,a-ha,1.11985071822174
62,99,INXS,1.08703972543195
62,1886,Gary Numan,1.0821210676766
62,1019,Yazoo,1.02904996836668
63,1353,Running Wild,0.762245956540217
63,1354,Mantic Ritual,0.66322899182153
63,1352,Death Angel,0.66034061852747
63,1257,Overkill,0.59885372223648
63,1373,Agent Steel,0.597210894068215
63,1356,Heathen,0.574288527250682
63,841,Slayer,0.545112815763938
63,8599,Xentrix,0.544914222856175
63,707,Metallica,0.481954875863096
63,1529,Forbidden,0.479400798649164
64,987,"Earth, Wind & Fire",0.530911837309219
64,750,Bill Withers,0.431308923423078
64,572,Ray Charles,0.407714358009604
64,7753,Donny Hathaway,0.34929795334224
64,7789,Tower of Power,0.319819229233278
64,1843,Teddy Pendergrass,0.316296137943044
64,576,Marvin Gaye,0.26907950961672
64,10150,Patti LaBelle,0.261530052672313
64,584,The Isley Brothers,0.247268531520424
64,99,INXS,0.246419937769052
65,1867,Disciple,1.29007633835395
65,1859,Thousand Foot Krutch,1.25213652575288
65,1855,Pillar,1.18064156660426
65,510,P.O.D.,1.01511163097591
65,495,This Beautiful Republic,0.929886085462624
65,1852,Red,0.810102771765462
65,1470,Lifehouse,0.809713352563314
65,12034,Seventh Day Slumber,0.712104992787469
65,1546,boysetsfire,0.668000194573804
65,9400,tobyMac,0.650691774488992
66,1902,New Musik,1.95330393743586
66,1887,Shriekback,1.93979299717521
66,1881,XTC,1.74314045358926
66,1898,Landscape,1.72393605719245
66,1880,Fashion,1.610626804533
66,1886,Gary Numan,1.47746622778954
66,1879,Split Enz,1.42222203489129
66,85,Spandau Ballet,1.24328927695798
66,1013,Ultravox,1.07478093049965
66,1894,Models,1.01715187322186
68,292,Christina Aguilera,1.36951795691888
68,289,Britney Spears,1.13454567576929
68,67,Madonna,1.06546980353023
68,285,Janet Jackson,0.947603045569521
68,251,Whitney Houston,0.893022976399807
68,301,Alicia Keys,0.816750101972563
68,265,Céline Dion,0.800492219664617
68,279,Brandy,0.764122901192159
68,300,Katy Perry,0.713259419167171
68,311,Natasha Bedingfield,0.657809268079169
69,1625,Monsta Island Czars,0.683562088090354
69,2230,Roi Heenok,0.683562088090354
69,2258,2nd II None,0.683562088090354
69,480,Guf,0.681340368519158
69,284,Dilated Peoples,0.630504139491072
69,255,Nach,0.605543038917386
69,259,9th Wonder,0.581773282721187
69,1623,Jeru the Damaja,0.466408738098545
69,2229,DJ Quik,0.393365956879558
69,1638,Pac Div,0.330427814162554
70,2821,The Dead Weather,0.515895603281995
70,2129,Royal Republic,0.411608754525084
70,7177,Cage the Elephant,0.407716026656524
70,1639,Jimi Hendrix,0.405520644797603
70,2855,Cream,0.375842415285595
70,6796,Fatale,0.36998839318284
70,7086,Hori,0.36998839318284
70,424,The Strokes,0.358894192260335
70,990,Iron Butterfly,0.353909757484355
70,1426,The Jimi Hendrix Experience,0.349540160434265
71,960,Outworld,1.26007311758334
71,7713,Ark,1.02007697489996
71,944,Symphony X,1.01555777295394
71,919,Savatage,1.01460437991507
71,939,Mindflow,0.995920928160492
71,921,Circle II Circle,0.972681430752656
71,7052,King's X,0.938055782518957
71,8690,Aghora,0.908857043788039
71,8647,Ari Koivunen,0.906100407952822
71,1113,Ayreon,0.900179054199924
72,333,Avril Lavigne,1.0075235257111
72,55,Kylie Minogue,0.898913536944317
72,289,Britney Spears,0.737774853248216
72,300,Katy Perry,0.731251031642456
72,67,Madonna,0.674606404044579
72,292,Christina Aguilera,0.642005024806051
72,89,Lady Gaga,0.54435343155169
72,251,Whitney Houston,0.452119607987957
72,523,Lindsay Lohan,0.40709561490514
72,285,Janet Jackson,0.35102637901897
73,1013,Ultravox,0.777256754770591
73,1014,Erasure,0.747138718208819
73,1001,Pet Shop Boys,0.661775936023212
73,997,The Human League,0.582125050163992
73,1890,Sparks,0.561638919891632
73,59,New Order,0.554772750110042
73,85,Spandau Ballet,0.450535337939233
73,877,Alphaville,0.445383898611348
73,1027,Heaven 17,0.426253840367309
73,2470,Throbbing Gristle,0.417725468098346
74,2076,Katherine Jenkins,1.44059383983533
74,2049,Sarah Brightman & Andrea Bocelli,1.43511177936644
74,7109,Sumi Jo,1.29603977059451
74,2051,Josh Groban,1.27499854864428
74,2050,Il Divo,1.2260962893233
74,1133,The String Quartet,1.09703712937626
74,11700,Maksim Mrvica,1.07210462026328
74,2046,Alessandro Safina,0.908378731746673
74,2072,Keedie,0.860237144867372
74,1114,Tarja,0.857365417817745
75,333,Avril Lavigne,1.15476068092217
